postcode,feature_id,feature_type,feature_subtype,name_label
3286,1008457,power facility,wind turbine,
3286,1008458,power facility,wind turbine,
3286,1008460,power facility,wind turbine,
3286,1008087,power facility,wind turbine,
3286,1008088,power facility,wind turbine,
3286,1008089,power facility,wind turbine,
3286,1008090,power facility,wind turbine,
3286,1008094,power facility,wind turbine,
3286,1008095,power facility,wind turbine,
3286,1008096,power facility,wind turbine,
3286,1008097,power facility,wind turbine,
3286,1008098,power facility,wind turbine,
3286,1008099,power facility,wind turbine,
3286,1008100,power facility,wind turbine,
3286,1008101,power facility,wind turbine,
3286,1008109,power facility,wind turbine,
3286,1008029,power facility,wind turbine,
3286,1008030,power facility,wind turbine,
3286,1008261,power facility,wind turbine,
3286,1008262,power facility,wind turbine,
3286,1008269,power facility,wind turbine,
3286,1008276,power facility,wind turbine,
3286,1008328,power facility,wind turbine,
3286,1008329,power facility,wind turbine,
3286,1008331,power facility,wind turbine,
3286,1008332,power facility,wind turbine,
3286,1008333,power facility,wind turbine,
3286,1008336,power facility,wind turbine,
3286,1008149,power facility,wind turbine,
3286,1008150,power facility,wind turbine,
3286,1008151,power facility,wind turbine,
3286,1008156,power facility,wind turbine,
3286,1008157,power facility,wind turbine,
3286,1008337,power facility,wind turbine,
3286,1008339,power facility,wind turbine,
3286,981632,power facility,wind farm,Macarther Wind Farm
3286,1008209,power facility,wind turbine,
3286,1008381,power facility,wind turbine,
3286,1008382,power facility,wind turbine,
3286,1008383,power facility,wind turbine,
3286,1008384,power facility,wind turbine,
3286,1008385,power facility,wind turbine,
3286,1008386,power facility,wind turbine,
3286,1008387,power facility,wind turbine,
3286,1008388,power facility,wind turbine,
3286,1008389,power facility,wind turbine,
3286,1008390,power facility,wind turbine,
3286,1008391,power facility,wind turbine,
3286,1008212,power facility,wind turbine,
3286,1008213,power facility,wind turbine,
3286,1008214,power facility,wind turbine,
3286,1008166,power facility,wind turbine,
3286,1008167,power facility,wind turbine,
3928,842799,communication service,exchange,Main Ridge Telephone Exchange
3928,654599,sign,emergency marker,MOR620
3928,654645,sign,emergency marker,NPP501
3928,654582,sign,emergency marker,MOR560
3928,633009,community venue,hall,Main Ridge Hall
3928,654595,sign,emergency marker,MOR614
3928,654598,sign,emergency marker,MOR619
3928,654597,sign,emergency marker,MOR618
3928,654596,sign,emergency marker,MOR617
3928,654646,sign,emergency marker,NPP502
3928,655709,emergency facility,fire station,Main Ridge Fire Station CFA
3928,654600,sign,emergency marker,MOR621
3928,654601,sign,emergency marker,MOR622
3928,654602,sign,emergency marker,MOR623
3928,654581,sign,emergency marker,MOR559
3928,654583,sign,emergency marker,MOR561
3928,654584,sign,emergency marker,MOR562
3916,983344,recreational resource,playground,
3916,982310,recreational resource,club house,Pt Leo Boat Club
3916,991424,care facility,aged care,Shoreham House - Aged Care Home
3916,656003,emergency facility,fire station,Shoreham Fire Station CFA
3916,982316,agricultural area,winery,Stonier Wines
3916,982294,admin facility,office,Pt Leo Foreshore Rangers Office
3916,634025,emergency facility,lifesaving club,Point Leo SLSC
3916,911187,communication service,exchange,
3916,843075,communication service,exchange,Shoreham Telephone Exchange
3916,608042,place of worship,church,St Peters Catholic Church
3916,983345,recreational resource,playground,
3916,983347,recreational resource,playground,
3916,633070,community venue,hall,Shoreham Hall
3065,840574,care facility,child care,East West Child Care
3065,840654,care facility,child care,Fitzroy Pool Occasional Care
3065,991395,care facility,aged care,Sumner House
3065,1023624,care facility,child care,Fitzroy Primary Oshc
3065,1023626,care facility,child care,Annie Todd Childrens Centre - Buc
3065,1023448,care facility,child care,All Kids Care Family Day Care
3065,1023897,care facility,child care,Atherton Gardens Kindergarten
3065,840870,care facility,child care,John Street Community Early Childhood Co-Operative
3065,1023352,care facility,child care,Camp Australia - St Vincents Hospital Vacation Care
3065,143727,hospital,general hospital (emergency),St Vincents Hospital
3065,997473,recreational resource,playground,
3065,650938,sport facility,aquatic centre,Fitzroy Pool
3065,137766,emergency facility,police station,Fitzroy Police Station
3065,840034,care facility,child care,Acacia Fitzroy Creche
3065,143730,hospital,general hospital,St Vincents Private Hospital Fitzroy
3065,994735,care facility,child care,Ladybird Family Day Care Services
3065,997468,recreational resource,playground,
3065,1001118,recreational resource,playground,
3065,137769,education centre,primary school,Fitzroy Primary School
3065,1001160,admin facility,post office,
3065,1001141,community venue,hall,St Marks Hall
3065,1001167,place of worship,church,St Marks Anglican Church Fitzroy
3065,632937,community venue,hall,Central Hall
3065,632963,community venue,hall,Fitzroy Town Hall
3065,134633,education centre,secondary school,Academy Of Mary Immaculate
3065,1005108,care facility,child care,Murfat Family Day Care
3065,994336,care facility,child care,Atherton Gardens Outside School Hours Care And Vacation Care
3065,990725,education centre,university,Australian Catholic University
3065,1001102,recreational resource,playground,
3065,1001105,recreational resource,playground,
3065,997463,recreational resource,playground,
3065,1001138,admin facility,post office,
3065,702416,cultural centre,library,Fitzroy Library
3065,136362,emergency facility,ambulance station,Central Ambulance Station
3065,1023627,care facility,child care,Napier Street Child And Family Resource Centre
3065,1001168,place of worship,church,Uniting Church Fitzroy
3065,839664,place of worship,mosque,Fitzroy Turkish Islamic Society
3065,990734,education centre,university,Australian Catholic University - St Patricks Campus
3065,1003328,cultural centre,art gallery,Sutton Centre
3065,993040,care facility,child care,Barwaaqo Family Day Care
3065,1001841,cultural centre,art gallery,Australian Print Workshop Gallery
3065,998558,care facility,child care,Connie Benn Early Learning Centre
3065,649709,education centre,primary school,Sacred Heart School
3065,1005159,care facility,child care,Golden Wattle Family Day Care Pty Ltd
3065,993764,care facility,child care,Zebra Generation Family Day Care Scheme Pty Ltd
3065,998529,care facility,child care,Academic Family Day Care Service Pty Ltd
3065,997472,recreational resource,playground,
3065,841646,care facility,child care,St Vincents Early Learning Centre
3065,1023449,care facility,child care,Day And Night Family Day Care
3066,986783,education centre,further education,Collingwood English Language School
3066,993798,care facility,child care,Rupert Street Child Care And Kindergarten - Buc
3066,1023369,care facility,child care,Collingwood Neighbourhood House Occasional Care
3066,628121,education centre,secondary school,Collingwood College - Collingwood Alternative School
3066,1001101,recreational resource,playground,
3066,763390,education centre,primary/secondary school,Collingwood College
3066,842423,communication service,exchange,Collingwood Telephone Exchange
3066,1001161,admin facility,post office,
3066,765069,admin facility,office,Collingwood Police Complex
3066,1023433,care facility,child care,Gold Street Child Care Centre
3066,136115,care facility,aged care,Cambridge House
3066,701159,education centre,further education,Collingwood English Language School
3066,634153,education centre,tertiary institution,Melbourne Polytechnic
3066,1001100,recreational resource,playground,
3066,1001145,admin facility,post office,
3066,1001109,recreational resource,playground,
3066,1001110,recreational resource,playground,
3066,1001132,place of worship,church,Russian Orthodox Church
3066,994714,care facility,child care,Gold Street Childrens Centre - Keele Street Campus
3066,632283,education centre,primary school,St Josephs School
3066,997383,admin facility,office,Collingwood Neighbourhood Justice Centre
3066,1001179,place of worship,church,St Martins Community Church
3066,138851,admin facility,custodial service,Home Detention Unit
3066,994488,care facility,child care,Society Family Day Care Pty Ltd
3066,994097,care facility,child care,Collingwood College Afterschool Care And Vacation Care Program
3066,765439,education centre,primary/secondary school,Collingwood College
3066,1001146,admin facility,post office,
3066,1004945,commercial facility,entertainment centre,Melba Spiegeltent
3066,634121,education centre,tertiary institution,Melbourne Polytechnic - Collingwood Campus
3066,998565,care facility,child care,Smart Family Day Care
3537,44343,excavation site,adit,
3537,49270,excavation site,adit,
3537,40750,excavation site,adit,
3537,47439,excavation site,adit,
3537,40751,excavation site,adit,
3537,40748,excavation site,adit,
3537,838749,storage facility,silo,
3537,838752,storage facility,silo,
3537,838782,storage facility,silo,
3537,838783,storage facility,silo,
3537,838793,storage facility,silo,
3537,838758,storage facility,silo,
3537,59159,storage facility,silo,
3537,838750,storage facility,silo,
3537,838780,storage facility,silo,
3537,838781,storage facility,silo,
3537,842843,communication service,exchange,Minmindie Telephone Exchange
3537,838778,storage facility,silo,
3537,838797,storage facility,silo,
3537,59385,storage facility,silo,
3537,1009128,emergency facility,fire station,Barraport-Gredgwin Fire Station CFA
3537,4555,landmark,monument,
3537,40747,excavation site,adit,
3537,40749,excavation site,adit,
3537,40746,excavation site,adit,
3537,48028,excavation site,adit,
3537,45599,excavation site,adit,
3537,46961,excavation site,adit,
3537,651165,community venue,senior citizens,
3537,651166,community venue,community centre,
3537,765623,dumping ground,transfer station,Boort Waste Disposal And Recycling Centre
3537,910441,place of worship,church,Boort Uniting Church
3537,838738,storage facility,silo,
3537,838723,storage facility,silo,
3537,838725,storage facility,silo,
3537,48086,storage facility,silo,
3537,838722,storage facility,silo,
3537,45790,storage facility,silo,
3537,838744,storage facility,silo,
3537,838724,storage facility,silo,
3537,838737,storage facility,silo,
3537,910773,place of worship,church,St Andrews Anglican Church
3537,838707,storage facility,silo,
3537,838721,storage facility,silo,
3537,838720,storage facility,silo,
3537,838716,storage facility,silo,
3537,838719,storage facility,silo,
3537,177760,place of worship,church,Boort Baptist Church
3537,177761,place of worship,church,St Patricks Catholic Church
3537,177763,place of worship,church,Boort Church Of Christ
3537,177764,place of worship,church,Boort Presbyterian Church
